name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"Development of Khadi, Village and Coir Industries",Khadi Gramodyog Vikas Yojana,Khadi Grant (KG),375.98,0.044232941176470586
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"Development of Khadi, Village and Coir Industries",Khadi Gramodyog Vikas Yojana,Gramodyog Vikas Yojana,42.6,0.005011764705882353
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"Development of Khadi, Village and Coir Industries",Scheme for Fund for Regeneration of Traditional Industries (SFURTI),,280.0,0.03294117647058824
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"Development of Khadi, Village and Coir Industries",Coir Vikas Yojana,,92.0,0.010823529411764706
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Enterpreneurship and Skill Development,Fund of Funds,,575.0,0.06764705882352941
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Enterpreneurship and Skill Development,Entrepreneurship cum Skill Development Programme (ESDP),,80.0,0.009411764705882354
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Enterpreneurship and Skill Development,Assistance to Training Institutions,,30.0,0.0035294117647058825
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Research and Evaluation Studies,National Schedule Caste/Schedule Tribe Hub Centre,,100.0,0.011764705882352941
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Market Promotion Scheme,Procurement and Marketing Support Scheme,,96.35,0.01133529411764706
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Technology Upgradation and Quality Certification,MSME Champions Scheme,,52.72,0.0062023529411764705
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Technology Upgradation and Quality Certification,"ASPIRE (Promotion of Innovation, Rural Industry and Entrepreneurship)",,22.23,0.002615294117647059
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"Studies, Publicity & International Cooperation (SPIC)",,,36.07,0.004243529411764706
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Credit Linked Capital Subsidy (CLCS),,,1.06,0.00012470588235294117
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Development Commissioner (MSME),,,232.55,0.027358823529411762
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,,32.85,0.003864705882352941
"Ministry of Micro, Small and Medium Enterprises
Demand No. 68
Ministry of Micro, Small and Medium Enterprises",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Mahatma Gandhi Institute for Rural Industrialisation.,,20.0,0.0023529411764705885
