name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Railway Research,,61.5,0.007235294117647059
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Amount met from,,-188150.07,-22.135302352941178
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Other Ordinary Working Expenses,,155259.48,18.26582117647059
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Working Expenses,,104830.52,12.333002352941177
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Budget Support from General Revenues,Debt Servicing (interest component) against market borrowings for National Projects in 2018-19,780.0,0.09176470588235294
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Budget Support from General Revenues,Reimbursement of losses on operation of Strategic lines,487.51,0.05735411764705882
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Railway Revenue Receipts,Suspense,-100.0,-0.011764705882352941
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Railway Revenue Receipts,Other Miscellaneous Receipts,-400.0,-0.047058823529411764
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Railway Revenue Receipts,Other Coaching,-7000.0,-0.8235294117647058
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Railway Revenue Receipts,Sundry,-8000.0,-0.9411764705882353
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Railway Revenue Receipts,Passenger,-70000.0,-8.235294117647058
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Railway Revenue Receipts,Goods,-174590.0,-20.54
