source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
Make in India,Scheme for Investment Promotion,r_mocaidn1dfpoiait_cse_cssp_mii,r_mocaidn1dfpoiait_cse_cssp_mii_sfip,195.0,1950000000.0,22941176.470588237
Make in India,Startup India,r_mocaidn1dfpoiait_cse_cssp_mii,r_mocaidn1dfpoiait_cse_cssp_mii_si,30.0,300000000.0,3529411.7647058824
Make in India,Startup India Seed Fund Scheme (SISFS),r_mocaidn1dfpoiait_cse_cssp_mii,r_mocaidn1dfpoiait_cse_cssp_mii_sisfss,160.0,1600000000.0,18823529.411764707
National Industrial Corridors,National Industrial Corridor Development and Implementation Trust (NICDIT),r_mocaidn1dfpoiait_cse_cssp_nic,r_mocaidn1dfpoiait_cse_cssp_nic_nicdaitn,2000.0,20000000000.0,235294117.6470588
Establishment Expenditure of the Centre,Attached and Subordinate Offices,r_mocaidn1dfpoiait_cse_eeotc,r_mocaidn1dfpoiait_cse_eeotc_aaso,117.34,1173400000.0,13804705.88235294
Establishment Expenditure of the Centre,Intellectual Property,r_mocaidn1dfpoiait_cse_eeotc,r_mocaidn1dfpoiait_cse_eeotc_ip,328.91,3289100000.0000005,38695294.11764707
Establishment Expenditure of the Centre,Secretariat,r_mocaidn1dfpoiait_cse_eeotc,r_mocaidn1dfpoiait_cse_eeotc_s,202.1,2021000000.0,23776470.588235293
Attached and Subordinate Offices,Petroleum and Explosives Safety Organisation (PESO),r_mocaidn1dfpoiait_cse_eeotc_aaso,r_mocaidn1dfpoiait_cse_eeotc_aaso_paesop,65.0,650000000.0,7647058.823529412
Attached and Subordinate Offices,Salt Commissioner,r_mocaidn1dfpoiait_cse_eeotc_aaso,r_mocaidn1dfpoiait_cse_eeotc_aaso_sc,52.09,520900000.00000006,6128235.294117648
Attached and Subordinate Offices,Survey of Boiler,r_mocaidn1dfpoiait_cse_eeotc_aaso,r_mocaidn1dfpoiait_cse_eeotc_aaso_sob,0.25,2500000.0,29411.764705882353
Intellectual Property,Controller General of Patent Designs and Trademarks,r_mocaidn1dfpoiait_cse_eeotc_ip,r_mocaidn1dfpoiait_cse_eeotc_ip_cgopdat,281.6,2816000000.0,33129411.76470588
Intellectual Property,Infrastructure Development in Controller General of Patents Designs and Trade Marks (IDCGPDTM),r_mocaidn1dfpoiait_cse_eeotc_ip,r_mocaidn1dfpoiait_cse_eeotc_ip_idicgopdatmi,11.0,110000000.0,1294117.6470588236
Intellectual Property,Intellectual Policy Rights (IPR) Policy Management,r_mocaidn1dfpoiait_cse_eeotc_ip,r_mocaidn1dfpoiait_cse_eeotc_ip_ipripm,36.31,363100000.0,4271764.705882353
Other Central Sector Expenditure,Autonomous Bodies,r_mocaidn1dfpoiait_cse_ocse,r_mocaidn1dfpoiait_cse_ocse_ab,180.24,1802400000.0,21204705.88235294
Autonomous Bodies,Autonomous Organisations,r_mocaidn1dfpoiait_cse_ocse_ab,r_mocaidn1dfpoiait_cse_ocse_ab_ao,180.24,1802400000.0,21204705.88235294
Autonomous Organisations,Asian Productivity Organization/United Nations Industrial Development Organization,r_mocaidn1dfpoiait_cse_ocse_ab_ao,r_mocaidn1dfpoiait_cse_ocse_ab_ao_apounido,22.0,220000000.0,2588235.294117647
Autonomous Organisations,Assistance to Autonomous Bodies,r_mocaidn1dfpoiait_cse_ocse_ab_ao,r_mocaidn1dfpoiait_cse_ocse_ab_ao_atab,40.75,407500000.0,4794117.647058823
Autonomous Organisations,Support to Autonomous Institutions,r_mocaidn1dfpoiait_cse_ocse_ab_ao,r_mocaidn1dfpoiait_cse_ocse_ab_ao_stai,116.66,1166600000.0,13724705.88235294
Autonomous Organisations,World Intellectual Property Organisation (WIPO),r_mocaidn1dfpoiait_cse_ocse_ab_ao,r_mocaidn1dfpoiait_cse_ocse_ab_ao_wipow,0.83,8300000.0,97647.05882352941
